batch,meanReward,policyLoss,valueLoss,entropy,meanAdvantage
1,0.398707,0.538223,7.019545,2.866140,-0.000000
2,0.387921,0.357984,6.168852,2.788272,-0.000000
3,0.402304,0.113555,6.644265,2.727126,-0.000000
4,0.412856,0.154095,7.421681,2.680200,0.000000
5,0.428232,0.147074,4.998610,2.623031,-0.000000
6,0.441376,0.194103,6.114935,2.552209,-0.000000
7,0.441249,0.108805,5.663771,2.490121,-0.000000
8,0.419862,0.398986,5.070392,2.443849,0.000000
9,0.419903,0.464100,4.323674,2.396261,0.000000
10,0.407607,0.140224,7.425912,2.352898,-0.000000
11,0.432838,0.050493,3.506621,2.313412,-0.000000
12,0.422041,0.173050,3.495661,2.271582,0.000000
13,0.451950,0.087311,3.517953,2.229401,0.000000
14,0.433332,0.228470,4.590068,2.186731,0.000000
15,0.421430,0.110795,3.981339,2.164654,-0.000000
16,0.486696,0.039767,4.749276,2.140242,0.000000
17,0.465964,0.033919,4.892862,2.104992,-0.000000
18,0.529403,0.101971,5.965900,2.080843,-0.000000
19,0.476002,0.056055,5.548342,2.065567,0.000000
20,0.543940,0.031298,6.012740,2.039191,-0.000000
21,0.536746,0.157820,5.165449,2.001875,-0.000000
22,0.501823,0.016225,2.099341,1.971103,-0.000000
23,0.553942,0.068290,14.228030,1.951794,0.000000
24,0.626686,0.045303,14.250925,1.932209,0.000000
25,0.560120,0.099023,12.319009,1.909719,-0.000000
26,0.687759,0.200849,11.145284,1.881343,-0.000000
27,0.632541,0.007593,20.725755,1.859807,-0.000000
28,0.698873,0.066442,10.269744,1.845361,0.000000
29,0.460740,0.033349,7.897136,1.829670,-0.000000
30,0.603396,0.017733,9.878563,1.809976,-0.000000
31,0.633354,0.033342,20.864709,1.799691,-0.000000
32,0.659954,0.256374,9.256869,1.786188,-0.000000
33,0.661646,0.004510,7.568926,1.765909,0.000000
34,0.638833,0.099551,15.593449,1.748773,0.000000
35,0.597215,0.012961,11.052645,1.732608,0.000000
36,0.629808,0.040187,13.891945,1.731664,-0.000000
37,0.659943,0.000745,23.814328,1.752161,0.000000
38,0.676198,0.013178,15.520657,1.759561,0.000000
39,0.670998,0.053535,11.472834,1.738512,-0.000000
40,0.663112,0.030999,19.565324,1.721836,0.000000
41,0.651987,0.022477,11.535296,1.708162,-0.000000
42,0.656605,0.060335,13.767015,1.686889,-0.000000
43,0.658962,-0.001605,8.187643,1.675403,-0.000000
44,0.667056,0.002835,5.570627,1.667126,0.000000
